"x"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Solid Tissue Normal"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Solid Tissue Normal"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Solid Tissue Normal"
"Primary Tumor"
"Solid Tissue Normal"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Solid Tissue Normal"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Solid Tissue Normal"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Solid Tissue Normal"
"Primary Tumor"
"Solid Tissue Normal"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Solid Tissue Normal"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Solid Tissue Normal"
"Primary Tumor"
"Primary Tumor"
"Solid Tissue Normal"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Solid Tissue Normal"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Solid Tissue Normal"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Solid Tissue Normal"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Solid Tissue Normal"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Solid Tissue Normal"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Solid Tissue Normal"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Solid Tissue Normal"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Solid Tissue Normal"
"Primary Tumor"
"Solid Tissue Normal"
"Solid Tissue Normal"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Solid Tissue Normal"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Solid Tissue Normal"
"Primary Tumor"
"Primary Tumor"
"Solid Tissue Normal"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Solid Tissue Normal"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Solid Tissue Normal"
"Solid Tissue Normal"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Solid Tissue Normal"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Solid Tissue Normal"
"Primary Tumor"
"Solid Tissue Normal"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Solid Tissue Normal"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Solid Tissue Normal"
"Primary Tumor"
"Primary Tumor"
"Solid Tissue Normal"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Solid Tissue Normal"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Solid Tissue Normal"
"Solid Tissue Normal"
"Solid Tissue Normal"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Solid Tissue Normal"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Solid Tissue Normal"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Solid Tissue Normal"
"Primary Tumor"
"Solid Tissue Normal"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Solid Tissue Normal"
"Primary Tumor"
"Primary Tumor"
"Solid Tissue Normal"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Solid Tissue Normal"
"Primary Tumor"
"Primary Tumor"
"Solid Tissue Normal"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Solid Tissue Normal"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Solid Tissue Normal"
"Primary Tumor"
"Primary Tumor"
"Solid Tissue Normal"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Solid Tissue Normal"
"Primary Tumor"
"Solid Tissue Normal"
"Primary Tumor"
"Solid Tissue Normal"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Solid Tissue Normal"
"Primary Tumor"
"Primary Tumor"
"Solid Tissue Normal"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
"Primary Tumor"
